Burger Name,Burger Description,Restaurant,Price,Year,Beef,Chicken,Duck,Lamb,Pork,Seafood,Venison,Vegetarian,Sweet,Not Your Usual,Finalist,Winner
It'll be sweet!,"Carrello del Gelato chocolate patties with Bohemein white chocolate cheese, passionfruit mustard and raspberry ketchup, in a Clareville Bakery doughnut",Carrello del Gelato,$12.50,2016,,,,,,,,,Yes,,,
Charley's Trap,"Wagyu beef patty with trashcan gypsy-smoked Preston’s bacon, chimichurri, On Trays gruyère, truffled mayonnaise, cucumber pickle and salad (GF)",Charley Noble Eatery & Bar,$21.00,2016,Yes,,,,,,,,,,,
China Girl,"Sticky sesame-style chicken with wild rocket, pickled cucumber slaw and spicy lemongrass mayonnaise on a Pandoro brioche bun, with prawn crackers",City Dining & Bar,$22.00,2016,,Yes,,,,,,,,,,
King Creole,"Creole spiced and fried Meat Direct chicken with bacon jam and pickled shrimp in a Pandoro brioche bun, with crispy grits",CoCo at The Roxy,$20.00,2016,,Yes,,,,,,,,,,
The Krabby Patty,"Salt and pepper soft shell crab with razor tooth coriander, iceberg and garlic chives with a chilli, lime and palm sugar dressing, in a Zaida’s black seed milk bun",Coene's Provisions,$23.00,2016,,,,,,Yes,,,,,,
Mutton on the Button,"Slow-cooked Wairarapa mutton patty with manchego, Kāpiti cabbage and kimchi in a Pandoro bun, with handcut steak fries (NF)",Concrete Bar & Restaurant,$20.00,2016,,,,,,,,,,Yes,,
Cuba Doodle Doo,"Crispy fried chicken with lettuce, onion rings, guacamole and lime mayonnaise in a toasted Zaida’s focaccia bun, with handcut agria fries","CQ Restaurant, Cafe and Bar",$18.00,2016,,Yes,,,,,,,,,,
Bistro Burger,"Fried crispy chicken thigh with pickled cabbage, Kāpiti Aorangi brie, gherkin and aioli on Zaida’s bun, with Cajun handcut chips",Cuba Street Bistro,$23.00,2016,,Yes,,,,,,,,,,
Zeus's French Jamican,Coq au Vin jerk chicken with parsley slaw and Zany Zeus mascarpone mac ‘n’ cheese balls,Dockside Restaurant & Bar,$19.00,2016,,Yes,,,,,,,,,,
Canton Burger,"Cantonese Char Siuflavoured pork patty with ginger, garlic and ground bean barbeque sauce on a Pandoro sesame bun, with glutinous rice chips and kimchi dip",Dragonfly,$21.50,2016,,,,,Yes,,,,,,,
Sichuan Two-tooth,"PrimeStar mutton blended patty with Sichuan sauce and pickled celery in a bao bun, with crispy fried tentacles",Egmont St. Eatery,$22.00,2016,,,,,,,,,,Yes,Yes,
Garbanzo Burger,"Spicy chickpea patty with wood-fired red pimiento, cheese, slaw and chimichurri on an Arobake bun, with patatas fritas and bravas sauce or aioli (V)","El Matador - Cafe, Asador Grill & Bar",$18.50,2016,,,,,,,,Yes,,,,
Baby i like it Raw',Wagyu beef tartare patty on a Zaida’s brioche bun with a Kingsmeade Wairarapa Jack wafer,Five and Dime,$25.00,2016,Yes,,,,,,,,,,,
Turducken Down,"Truffle and duck liver parfait and Preston’s housecured chicken bacon sandwiched between twin crumbed turkey breasts, with Zany Zeus creamy mash and gravy",Five Boroughs,$25.00,2016,,Yes,,,,,,,,,,
Goodbye Pork Kai,"Wairarapa pork mince and sage patty, creamy hopped Capital Produce apple slaw and Kāpiti cumin seed gouda, with fries (NF)",Fork & Brewer,$21.00,2016,,,,,Yes,,,,,,,
The Wellington Wild Thing,"Venison and smoked paprika patty with Kingsmeade Wairarapa Jack cheddar, and fig and rosemary chutney on a Clareville Bakery pretzel bun, with handcut fries (GF, DF, V option)",Foxglove Bar & Kitchen,$25.00,2016,,,,,,,Yes,,,,,
Crackle and Hide,"Roast pork with gravy, caramelised onions and wilted spinach in a Yorkshire pudding bun, with crispy pork rinds",Furnace Restaurant,$18.00,2016,,,,,Yes,,,,,,,
Lamb Shank Redemption,"Spiced Wairarapa lamb patty with braised shank, Cuba Fruit Mart beetroot, baby kale, roasted pumpkin, Kingsmeade Castlepoint feta, and pine nut aioli, on a Pandoro bun",Grill Meats Beer,$20.00,2016,,,,Yes,,,,,,,,
Pigesus,"Longbush Pork terrine, housemade bacon, fried chicken, Kingsmeade Sunset blue cheese, housemade pickles, hot sauce and dinner roll (NF",Hillside Kitchen & Cellar,$15.00,2016,,,,,Yes,,,,,,,
Sweet As Burger,"A look alike to the perfect beef burger but for the sweet tooth. Whittaker’s Dark Ghana parfait with Whittaker’s white chocolate and raspberry jelly, mint and kiwifruit gel and Kāpiti vanilla crème fraîche, with sweet polenta fries (GF, V)",Hippopotamus Restaurant,$25.00,2016,,,,,,,,,Yes,,Yes,
Buffalo Chicken Burger,"Parmesan-coated chicken breast with Beehive Premier bacon, red cabbage slaw, Kāpiti Pakari smoked cheddar, chunky Ōtaki guacamole, smoked paprika aioli, in a Pandoro gourmet bun, with fries (NF)",Juniper Restaurant & Bar,$19.00,2016,,Yes,,,,,,,,,,
My Big Fat Greek Burger,"Parkvale Mushrooms with Zany Zeus halloumi, beetroot relish, rocket and tomato on an Arobake bun, with Greek fried potatoes (NF, V)",kanteen,$18.50,2016,,,,,,,,Yes,,,,
The Maori Ninja,Kāpiti eel with Zany Zeus smoked yoghurt and wakame salad in a nori seaweed Bretzelmania bun,Kelburn village pub,$22.00,2016,,,,,,Yes,,,,,,
A pig of a burger!,"Prodigal Daughter pork and fennel sausage patty with plum sauce, fennel slaw, crispy pancetta and Wakelin House chilli and lime aioli (NF)",La Pancetta,$18.00,2016,,,,,Yes,,,,,,,
Tipsy Daisy,"Randwick Meats Cabernet beef patty with creamy mustard, jalapeño, tomato, Zany Zeus ricotta and red onion in an Arobake ciabatta seeded bun, with handcut fries",L'affare,$22.00,2016,Yes,,,,,,,,,,,
Sumatran Steak Burger,"Pirinoa-raised, spiced and braised steak with pickled slaw and spicy sauce on an Arobake bun",Laundry,$15.00,2016,Yes,,,,,,,,,,Yes,
The Mussel Up,"Leuven’s world famous mussel patty with Randwick Meats bacon, Capital Produce spring salad and Tirohanga aioli in a Zaida’s mini foccacia bun, with frites",Leuven Belgian Beer Cafe,$18.90,2016,,,,,,Yes,,,,,,
Reinheitsgeburger,"Paying homage to old brewing guidelines – 200g beef patty with ParrotDog Red IPA cheddar, spent grain-fed bacon and pickles on a malted barley bun",Little Beer Quarter,$21.00,2016,Yes,,,,,,,,,,,
Just Winging It,"Coq au Vin duck and Cuba Fruit Mart shiitake patty with airdried venison and cherry and yum yum slaw (GF, DF, NF)",Logan Brown Restaurant,$26.00,2016,,,,,,,,,,,,
Le Canard Du Roy,"On Trays duck confit and duck liver parfait with Capital Produce zucchini, citrus and micro-herb salad, prune chutney and truffle mayonnaise in a truffle brioche bun",Louis Sergeant Sweet Couture,$20.00,2016,,,,,,,,,,,Yes,
The Eatery Ultimate,"Waikanae Butchery pork patty with Kāpiti smoked havarti, housepickled cucumber, organic greens, spicy harissa and aioli in a Pandoro brioche bun",Marine Parade Eatery,$20.00,2016,,,,,Yes,,,,,,,
Guajillo Pork Torta,"Pork patty with cumin-spiced frijoles, beet-stained radish, white slaw, onion, and salsa de ajo in a smothered bun with olive powder",Mexico,$15.00,2016,,,,,Yes,,,,,,,
Mega Omega Burger,"Korean gogimarinated salmon with housemade kimchi slaw and pickled cucumber in a Ministry of Food sesame bun, with handcut fries",Ministry of Food Bar and Kitchen,$19.00,2016,,,,,,Yes,,,,,,
That Sh*t Cray,"Poached Moana Pacific crayfish with housemade celery and dill mayonnaise and sriracha in a Zaida’s milk bun, with ready salted potato chips",Mishmosh,$15.00,2016,,,,,,Yes,,,,,,
Monsoon Poon,"Cabernet Foods pork and lamb patty with sesame peanut mayonnaise, red onion, Asian herbs and Zany Zeus raita, with sweet potato fries",Monsoon Poon,$19.00,2016,,,,Yes,Yes,,,,,,,
Tall Dark & Sassy,"Island Bay Butchery smoked brisket and free range candied pork belly with Kāpiti Pakari aged cheddar, slaw and coffee barbeque sauce on a Monterey dark rye bun, with fried pickles (NF)",Monterey,$18.00,2016,,,,,Yes,,,,,,,
The Blitzkrieg Burger,"Thick-cut Cabernet Foods Bavarian meatloaf with apple sauerkraut and beer mustard on a Brezelmania onion roll, with fat chips and goulash salt (DF)",Munchen Food Hall and Bier Haus,$23.00,2016,Yes,,,,,,,,,,,
The BBW,"Wairarapa wagyu beef with baby watercress, Kāpiti aged gouda and mayonnaise in a Clareville Bakery brioche bun, with triple-cooked chips",Muse eatery & bar,$29.00,2016,Yes,,,,,,,,,,,
The Friar Tuck Burger,"Randwick Meats housemade beef patty with Zany Zeus smoked brinza, Haewai Meadery honey mead and plum ketchup, and Scotty’s Meats bacon in an Arobake pain de mie bun, with pork crackling (NF)",Olive,$20.00,2016,Yes,,,,,,,,,,,
Drunkin' Pig,"Lamb patty with bacon, Garage Project Lola and eggplant chutney, crispy onions, beetroot and mustard salsa and Kāpiti port wine cheddar on a Brezelmania brioche, with fries",One Fat Bird,$25.90,2016,,,,Yes,,,,,,,,
Deer O’ Dear Bambi ‘n’ Lola,"Preston’s smoked venison patty with Zany Zeus Greek yoghurt labne, Kingsmeade Landsdowne gouda, beetroot and sabudana sandige in a Clareville Bakery beetroot bun",One80 Restaurant,$22.00,2016,,,,,,,Yes,,,,,
Mexico vs New Zealand,"Manuka-smoked Preston’s lamb cheek with barbeque adobo, guacamole, chipotle beetroot slaw, coriander and lime in a Clareville Bakery beetroot and thyme brioche bun, with baja fries",Pan de Muerto Mystic Mexican Cuisine & Tequila Bar,$27.00,2016,,,,Yes,,,,,,,,
"Beef Pat Tie ""Wellington""","Randwick Meats premium beef mince patty with smoked beetroot, smoked provolone and bacon and egg aioli in a brioche bun, with chunky fries (NF)",Park Kitchen,$18.50,2016,Yes,,,,,,,,,,,
Smoked Angus,"Angus beef patty with thyme, Bidvest garlic field mushrooms, beetroot relish, guacamole and smoked havarti on a toasted homemade brioche bun, with thick cut fries",Peppermill Cafe and Bar,$21.50,2016,Yes,,,,,,,,,,,
Mmmmm…. Chicken!,"Coq au Vin buttermilk chicken with PrimeStar maple-glazed bacon, smoked cheddar, pickled slaw and housemade chipotle mayonnaise on a Zaida’s milk bun, with handcut fries and hot sauce (GF, NF)",Plum,$15.00,2016,,Yes,,,,,,,,,,
The Steakholder,"Medium rare rib eye with Scotty’s Meats double smoked bacon, fried egg, onions, melted Te Horo Swiss cheese, shoestring fries, seed mustard and Huffman’s Hot Sauce in an Arobake bun, with frickles and agria potato skins",Portlander,$25.00,2016,Yes,,,,,,,,,,,
Hong Kong Handover,"Bidvest beef patty with duck liver mousse, pickled fennel, cucumber, Kāpiti Pakari smoked cheddar, and cashew and chilli sauce in a Hong Kong milk bun, with Harringtons pork scratchings",Queen of Jackson,$20.00,2016,Yes,,,,,,,,,,,
"Beetroot, Bean & Beer","Homegrown beet and beans in Tuatara Porter with On Trays Monterey Jack cheese and pickles on an Arobake brioche bun, with house fries and relish",Rata,$18.50,2016,,,,,,,,Yes,,,,
Flying Fish Burger,"Polenta panko-crusted fish with smoked tomato and clam seasoning and jalapeño mayonnaise in a buttermilk bun, with shoestring fries and lemon salt",salty pidgin,$20.00,2016,,,,,,Yes,,,,,,
Lasagna Topper,"Aged Wairarapa beef with Kāpiti mozzarella, lettuce, tomato and gherkin sandwiched between two pomodoro lasagna toppers",Scopa,$20.00,2016,Yes,,,,,,,,,,,
Beets Don't Kale My Vibe!,"Minced mushroom, diced beets and quinoa patty with housemade vegan aioli or housemade pickles and kraut, kale and dehydrated carrot chips (GF, DF, V)",Seize,$20.00,2016,,,,,,,,Yes,,,,
Cerdo de Cerdo,"Longbush Pork free range pulled pork with sautéed cavolo nero, and apple and beetroot chutney in a Zaida’s sourdough bun, with roast kūmara chips on a pork crackling skewer",Siglo,$15.00,2016,,,,,Yes,,,,,,,
Slim Pickings,"Fried spicy chicken thigh with kimchi, crisp lettuce, salted cucumber and Japanese mayonnaise, with Slim’s fries",Slim Davey's,$16.50,2016,,Yes,,,,,,,,,,
Up Beet Beef,"Randwick Meats chorizo and beef patty with parmesan crisps, onion jam, mixed greens and fresh tomato in a beetroot bun, with Jina's tempura kūmara (NF)",Sojourn Cafe & Bar,$19.00,2016,Yes,,,,,,,,,,,
The Bologanise Burger,"Preston’s beef and pork meat patty with Kingsmeade pecorino and salad in a Pandoro ciabatta bun, with polenta chips and Zany Zeus smoked yoghurt aioli",Soprano Italian Caffe,$20.00,2016,Yes,,,,,,,,,,,
Mac Daddy,"Mac 'n' Cheese burger with Kāpiti cheese, free range bacon and caramelised onions, with chips (NF, V)",Southern Cross Garden Bar Restaurant,$21.50,2016,,,,,,,,Yes,,,,
The Howard Hughes,"Freshly ground beef patty with glazed bacon, Kāpiti smoked cheese and goose sauce in a beetroot milkbun, with handcut agria fries",Spruce Goose,$20.00,2016,Yes,,,,,,,,,,,
Lamb Of God,"Preston’s lamb patty with wilted spinach and goat's curd in a Clareville Bakery beetroot and thyme bun (GF, NF)",St Johns Bar And Restaurant,$14.00,2016,,,,Yes,,,,,,,,
Sterling Burger,"Awatoru venison burger with beetroot relish, housesmoked cheese, juniper pickled celeriac and Sterling secret sauce, with truffled shoestrings",Sterling,$22.00,2016,,,,,,,Yes,,,,,
Prawn Star,"Asian infused prawn with spicy slaw and dressing in a wheat bun, with kūmara chips (NF)",Supply Room Kitchen & Bar,$16.50,2016,,,,,,Yes,,,,,,
Bacon Cheeseburger Chimichanga,"Randwick Meats smoked bacon burrito cheeseburger with picante barbeque mayonnaise in an Farrah's tortilla, with Baja fries (V & GF option)",Tequila Joe's,$22.00,2016,,,,,Yes,,,,,,,
The G.C.B.,"Chilli garlic grilled chicken thigh with lime-spiked yoghurt, almondcrumbed tomatillos, iceberg lettuce and housemade tomato relish in a croissant bun, with kumara chips",The Arborist Rooftop bar & Eatery,$25.00,2016,,Yes,,,,,,,,,,
Vietnamese Burger,"(Bánh mì) Preston’s chicken with crisp bacon, fresh coriander, pickled radish and jalapeño mayo, with shoestring fries",The Bangalore Polo Club,$17.50,2016,,Yes,,,,,,,,,,
Fowl Play,"Fried chicken with American cheese, iceberg lettuce, pickled jalapeños and ‘Comeback Sauce’ in a Bresolin bun",The Bresolin,$20.00,2016,,Yes,,,,,,,,,,
King of the Swingers,"Randwick Meats beef patty with sautéed carrot, biltong, cinnamon, On Trays gouda and Monkey Gland sauce in a Pandoro brioche bun",The Butcher and Brewer,$22.00,2016,Yes,,,,,,,,,,,
Casablanca Lamb Burger,"Morrocan lamb patty with Greek yoghurt, beetroot slaw and Kingsmeade feta whip on a Clareville Bakery currant and ras el hanout brioche bun",The Clareville Bakery,$20.00,2016,,,,Yes,,,,,,,,
The Pig Mac,"Slowsmoked pulled pork with red cabbage, fennel and apple slaw in a brioche bun with housemade barbeque sauce, smoked apple fritter and fries (NF)",The Featherston,$19.00,2016,,,,,Yes,,,,,,,
Summer Sandwich,"Preston’s mince patty with a smokey whiskey barbecue sauce, avocado and mango salsa with Six Barrel Soda Co. ginger soda battered pineapple fritter in a brioche burger bun (GF option, DF)",Gasworks,$20.00,2016,Yes,,,,,,,,,,,
Midtown Manhattan Burger,"Wairarapa beef brisket with homemade sauerkraut, Kāpiti kowhai gruyere cheese and pickles in a Wadestown Bakery carraway rye bun, with twice cooked hand-cut fries",The General Practititoner,$22.00,2016,Yes,,,,,,,,,,,
The B's Burger,"PrimeAngus beef patty with Village Meats black pudding, smoked cheddar, Meat Direct triple smoked bacon and beetroot relish in a Pandoro brioche bun",The Glasshouse Restaurant & Bar,$24.00,2016,Yes,,,,,,,,,,,
The Hurricanes Bus Burger,Inspired by Julian Savea: Meat Direct pulled pork and finger licking coconut milk ‘fried’ chicken with pineapple slaw and chilli mango salsa in a black ’n’ yellow Brezelmania bun,The Green Man Pub,$25.00,2016,,,,,Yes,,,,,,,
The Shredded Scotsman,"Shredded lamb shoulder with mushrooms, spinach, whipped goat’s cheese, and onion and sage marmalade in a toasted Pandoro Scottish bun, with garlic salt and seasoned curly fries",The Grill at The Amora Hotel,$23.00,2016,,,,Yes,,,,,,,,
Hot Blooded,"Preston’s beef patty with On Trays ghost chilli cheese, crispy chicken, fried onion strips and compressed tomato in a housemade black pudding brioche bun",The Hideaway,$21.00,2016,Yes,,,,,,,,,,,
Warrior's Burger,"Beef patty with Kāpiti blue cheese, The Hop Garden pickles and hopped mustard in a housemade brioche bun, with handcut fries (NF)",The Hop Garden,$22.00,2016,Yes,,,,,,,,,,,
Hotline Wing,"Pulled buffalo wings with battered sweet pickle, house slaw and Kāpiti blue cheese aioli on a Pandoro bun, with spiced hand-cut fries",The Hotel Bristol,$18.50,2016,,Yes,,,,,,,,,,
Roo Burger,"Grilled kangaroo with eucalyptus-smoked beetroot relish, iceberg lettuce, tomato, caramelised onion and black pepper mayonnaise in a Larder wattleseed bun (GF option)",The Larder,$22.00,2016,,,,,,,,,,Yes,,
Sweet Slider Surprise,"A trio of unique , sweet sliders to tease and tantalise your taste buds",The Library,$15.00,2016,,,,,,,,,Yes,,,
The Belgian,"Beef and bacon patty with beer, mustard and onion gravy, farmhouse cheese, swede pickle in a wholemeal bun, with hand-cut fries and witloof slaw (NF)",The Lido Cafe & Bar,$19.00,2016,Yes,,,,,,,,,,,
1840 Shoreline Burger,"Spicy soft cell crab with apple and cabbage slaw, Wairarapa lemon and vodka marmalade in a Zaida's milk bun, with pig tail fries and chilli lime mayonnaise (NF)",The Old Bailey,$22.00,2016,,,,,,Yes,,,,,,
Umami Burger,"Eastbourne Village Meats pork and beef patty with Hillside bacon, foraged seaweed and pickled shiitake mushrooms in a soft bun.",The Ramen Shop,$12.00,2016,Yes,,,,Yes,,,,,,,
Ferdy's Whitebait Burger,"Waikanae whitebait with pickled cucumber and tomato on a brioche bun, with handcut chips and aioli",The Waterfront,$25.00,2016,,,,,,Yes,,,,,,
This Little Piggy,"Slow-roasted Wairarapa pork belly with fennel slaw and homemade apple relish on a Brezelmania chilli corn bun, with fries and chipotle mayonnaise",The Whitby Co-Op (The Co-Op Kitchen and Bar),$20.90,2016,,,,,Yes,,,,,,,
